,amount,currency,merchant_country,merchant_name,merchant_category,account_id,card_id,device_id,timestamp,transaction_id,is_fraud,fraud_type,original_tx_id
14,2334.2106813283203,INR,IN,Merchant_14,misc,acct_98bd2ff27b,card_4ea5aba1664d,dev_5,2025-10-11T07:42:10.000,6c1d48ea-b596-426c-9da0-0c9b914813c3,0,normal,none
15,4023.59259140173,INR,IN,Merchant_34,misc,acct_ffee4dfecf,card_ed3e4a6a6d8d,dev_59,2025-10-11T16:13:04.000,604d26eb-7ff6-4625-a78f-8468057098fe,0,normal,none
16,3154.880653383559,INR,IN,Merchant_34,misc,acct_6fe2348a3f,card_3a1b3149c53d,dev_5,2025-10-11T17:30:15.000,335d3ba8-1366-4ca0-81e8-b8335720d07a,0,normal,none
17,3016.281268397921,INR,IN,Merchant_40,misc,acct_c5a1750c9e,card_4f0043562065,dev_35,2025-10-11T17:39:00.000,392c1740-1efa-4cd5-a4e5-0efcdea7ea24,0,normal,none
18,3756.919006193767,INR,IN,Merchant_5,misc,acct_aadb402d3e,card_545f2e68d2fd,dev_50,2025-10-12T02:25:39.000,bbb3cca2-7d92-421d-910f-ec51bef386c4,0,normal,none
19,3316.70346253805,INR,IN,Merchant_48,misc,acct_b18e39b52b,card_0543d8373a5a,dev_79,2025-10-12T05:53:55.000,a0ab889f-73b6-4c06-a36b-989abf1bdee3,0,normal,none
20,3922.724472563408,INR,IN,Merchant_25,misc,acct_5a26b8d704,card_939b2e415ac2,dev_2,2025-10-12T06:20:55.000,e5207d3e-73bc-42dd-800a-06ffe9c3561a,0,normal,none
21,2369.9533198640884,INR,IN,Merchant_31,misc,acct_b691815a3f,card_9b89dafed14b,dev_45,2025-10-12T10:02:56.000,c8bd0cee-88ae-4b42-9eaf-93e58491712e,0,normal,none
22,1778.2628142806832,INR,IN,Merchant_26,misc,acct_bd1673d347,card_41a1810d3cd4,dev_19,2025-10-12T11:05:01.000,2ee6d292-10e2-4fc6-b5d0-cd047f71cc9d,0,normal,none
23,2679.232402666632,INR,IN,Merchant_34,misc,acct_b812610d23,card_554396d19f4c,dev_27,2025-10-12T11:40:19.000,8fca1be6-8cd8-406f-8e3d-ae90654d8a1c,0,normal,none
24,1828.1213047104943,INR,IN,Merchant_47,misc,acct_c083296cbd,card_37878a24f761,dev_31,2025-10-12T15:01:35.000,fe5109cf-5001-4826-b14e-45d50f519acb,0,normal,none
25,2481.1129433390433,INR,IN,Merchant_45,misc,acct_2c884155e4,card_127d786d19f1,dev_22,2025-10-12T16:03:20.000,00988d5c-3258-4dee-8052-80247f713d1e,0,normal,none
26,2965.8465176791838,INR,IN,Merchant_15,misc,acct_8e60b1a821,card_dabbb3deea55,dev_24,2025-10-12T16:11:01.000,f613d809-d8d0-4f32-b05f-f485327dbe7b,0,normal,none
27,3628.7863836281967,INR,IN,Merchant_45,misc,acct_c1a8ee0717,card_c350e693df0d,dev_9,2025-10-12T16:41:53.000,842904f7-5075-4aa0-b7bd-26781f3987b5,0,normal,none
28,1586.6525150396947,INR,IN,Merchant_44,misc,acct_f940c52af8,card_2ff4a502bad6,dev_65,2025-10-12T17:42:10.000,14c6d258-3dab-4616-928d-b9ff7b77b91d,0,normal,none
29,735.123455984805,INR,IN,Merchant_8,misc,acct_169697931f,card_27b7c5e0d2f3,dev_69,2025-10-12T20:09:18.000,e81f7923-f8b8-44c9-a100-24dd4cd84a0d,0,normal,none
30,2946.8541342713793,INR,IN,Merchant_25,misc,acct_ee919ba5ee,card_a4807f4a9183,dev_63,2025-10-12T21:23:30.000,7f713010-8686-4b40-9dd7-99cb140e7bbb,0,normal,none
31,2142.3433537543438,INR,IN,Merchant_6,misc,acct_28ab28b238,card_6e1877b6edd0,dev_51,2025-10-12T22:41:47.000,34d58d0a-7816-44bb-aeba-f45cc1dbced7,0,normal,none
32,4457.328741296646,INR,IN,Merchant_22,misc,acct_59230f089a,card_eea870fca804,dev_29,2025-10-13T01:28:00.000,c38d1b08-5e6f-4bb2-bad7-ccd2610ecf72,0,normal,none
33,2043.3037720864706,INR,IN,Merchant_24,misc,acct_a571533495,card_8487c0a51b81,dev_43,2025-10-13T01:39:48.000,5b824cc1-da27-4605-b14a-c1798279f8ee,0,normal,none
34,1947.6990718147147,INR,IN,Merchant_47,misc,acct_1e1a94064a,card_f254b75bd38c,dev_72,2025-10-13T02:07:34.000,041edde0-1cdd-45ce-9df4-e14f86599df6,0,normal,none
35,2057.0441081874833,INR,IN,Merchant_27,misc,acct_f8ad13d9fe,card_3b9dc5275b9e,dev_36,2025-10-13T02:39:42.000,75d96d4c-5927-4263-ab21-ccdde0d445ac,0,normal,none
36,3605.8311035782954,INR,IN,Merchant_34,misc,acct_ff0127faac,card_71b1934441f6,dev_43,2025-10-13T03:05:14.000,4938b805-2688-4d4f-850f-b196ac7ab111,0,normal,none
37,2090.2756393208265,INR,IN,Merchant_38,misc,acct_e88bfd3b37,card_f88baaa191c4,dev_50,2025-10-13T05:13:03.000,9c2894e8-18dc-4e10-be46-e81790a81707,0,normal,none
38,3114.6248184179344,INR,IN,Merchant_5,misc,acct_9c0b52ad73,card_d91c382d81e3,dev_20,2025-10-13T06:36:14.000,c449edb4-cc0e-407b-9719-188f02537061,0,normal,none
39,1649.7785718706402,INR,IN,Merchant_25,misc,acct_f129f4d5bd,card_0281ee1e4c84,dev_58,2025-10-13T08:59:46.000,647e8c15-54c0-46ca-922b-275849d5b04f,0,normal,none
40,1761.5662879819915,INR,IN,Merchant_12,misc,acct_54288e61e6,card_369a76a1bed6,dev_46,2025-10-13T09:23:20.000,36325811-2ec1-4b4c-be2c-ccd8f29c41f1,0,normal,none
41,1255.9764337215825,INR,IN,Merchant_42,misc,acct_3641fdd367,card_e74c943e1e59,dev_20,2025-10-13T22:09:13.000,c425e830-3bbd-4e2a-adb4-1b829c7739cd,0,normal,none
42,2100.751084297935,INR,IN,Merchant_47,misc,acct_031ec4dfd9,card_85293cba515e,dev_39,2025-10-14T02:12:26.000,6dde9150-c3a5-4766-9043-4bbaf935e258,0,normal,none
43,2561.174560650392,INR,IN,Merchant_43,misc,acct_d8d0c51235,card_87c9b381c18c,dev_35,2025-10-14T02:15:39.000,a2cf8b3a-fdf0-4603-b3b0-b1eec898e1d8,0,normal,none
44,4495.897714721751,INR,IN,Merchant_39,misc,acct_cfa4f91e66,card_d64772399570,dev_51,2025-10-14T04:42:55.000,56876768-1970-463c-b95d-8ed5edd4b49e,0,normal,none
45,679.922731340272,INR,IN,Merchant_29,misc,acct_de7c055159,card_b38719b9b420,dev_18,2025-10-14T04:44:24.000,1f00a421-ed33-4a70-818d-519126a6f50a,0,normal,none
46,2499.7784523555365,INR,IN,Merchant_10,misc,acct_29e525e475,card_0904ef47000e,dev_66,2025-10-14T06:52:35.000,a59827fb-0c07-4222-83e2-a74b3a7d44ef,0,normal,none
47,3095.617880759956,INR,IN,Merchant_6,misc,acct_2165aa3edd,card_69aeaa75a9c6,dev_75,2025-10-14T07:31:42.000,763b9ddb-2c1d-48a9-8418-b5d077dd6f73,0,normal,none
48,3076.536214477313,INR,IN,Merchant_34,misc,acct_be52eb1da1,card_84e3c25bcc02,dev_36,2025-10-14T09:49:42.000,c2e62f12-06fb-4c69-b8c4-f08bb8edfbff,0,normal,none
49,1868.2688630740352,INR,IN,Merchant_36,misc,acct_2a6f60aa1c,card_b45ae1db4c2a,dev_17,2025-10-14T14:35:20.000,da73406d-3496-49c6-8d9b-b50700c19ca3,0,normal,none
50,2133.2402539212976,INR,IN,Merchant_0,misc,acct_f272ae2319,card_d1d4294b3cc9,dev_75,2025-10-14T16:34:48.000,6de0b8c8-be2e-41a4-a2f1-7350c836a267,0,normal,none
51,1642.4321125095662,INR,IN,Merchant_40,misc,acct_a8b750c2b3,card_c0cb38ee6f21,dev_57,2025-10-14T17:27:31.000,c1241258-84dd-4e7c-8c45-d5f0636f726e,0,normal,none
52,1705.0009946599018,INR,IN,Merchant_15,misc,acct_3ccded8b6c,card_21622d6c9a6d,dev_46,2025-10-14T17:34:42.000,7ac96560-96a4-4d81-9b73-a2ad6685ca15,0,normal,none
53,4654.739787161448,INR,IN,Merchant_47,misc,acct_e6695d53ad,card_f923223437a3,dev_21,2025-10-14T20:28:54.000,11a4b97b-04cf-44a3-8a94-cc5f3373c405,0,normal,none
54,1681.8644224443653,INR,IN,Merchant_13,misc,acct_4f8a457051,card_4096339dab42,dev_7,2025-10-14T21:47:18.000,54610a53-85dc-4d1f-9ccf-999dca75684a,0,normal,none
55,4283.076540507318,INR,IN,Merchant_14,misc,acct_cf618f6884,card_b1f63acd662a,dev_36,2025-10-14T22:09:30.000,e93759c9-9100-46aa-943b-2c0b45922c68,0,normal,none
56,819.6914233178827,INR,IN,Merchant_35,misc,acct_0aa19afb3d,card_56d6e9f518da,dev_15,2025-10-14T23:22:38.000,3ec901a8-2e45-4c7c-9eb6-e4b9251aa9dd,0,normal,none
57,1011.9826836645319,INR,IN,Merchant_31,misc,acct_4495b71b16,card_50aff5b82ca0,dev_70,2025-10-14T23:23:20.000,e1e2fa62-d0f3-4ae6-9c89-554c92c9763e,0,normal,none
58,3342.517949423529,INR,IN,Merchant_13,misc,acct_ec61351ca8,card_758367177b54,dev_10,2025-10-14T23:44:41.000,4aa83c69-15a5-49f6-9bef-23b6239a5753,0,normal,none
59,2404.7041232006914,INR,IN,Merchant_37,misc,acct_4afaab0310,card_a4cfd7bb6aec,dev_78,2025-10-15T01:16:23.000,4e58920f-e4fc-4992-b50f-347890e07027,0,normal,none
60,1714.229870410775,INR,IN,Merchant_42,misc,acct_98bd2ff27b,card_da39e9757e55,dev_64,2025-10-15T02:17:25.000,1dbbcf31-b019-4024-81a4-a7d3dea50272,0,normal,none
61,4334.663400493877,INR,IN,Merchant_6,misc,acct_a463d9a931,card_e2e28d9765ce,dev_20,2025-10-15T03:25:50.000,956138a6-3710-4b65-9beb-3b1cf6ed1ff2,0,normal,none
62,1817.1475481098414,INR,IN,Merchant_17,misc,acct_aff9f134ca,card_8a46265e7586,dev_26,2025-10-15T03:31:46.000,8867bcae-d104-472c-a899-ceb583fe4c3a,0,normal,none
63,4553.6246724624925,INR,IN,Merchant_15,misc,acct_54aad3d14d,card_f70915c849a3,dev_74,2025-10-15T03:54:02.000,84a2e811-94d2-4048-ba95-bd13bf9746b4,0,normal,none
64,1995.7070449792277,INR,IN,Merchant_27,misc,acct_0dc9868c63,card_7e89d778eefc,dev_77,2025-10-15T03:57:57.000,1236fac8-4d97-4fb2-9a88-1e4c4573a17c,0,normal,none
65,3218.493963211443,INR,IN,Merchant_1,misc,acct_5e241bade9,card_df294e3db6ab,dev_27,2025-10-15T04:29:54.000,fbdf9c87-b2c3-4a80-a5f5-ee36225ff3aa,0,normal,none
66,2569.6534543041566,INR,IN,Merchant_10,misc,acct_9e4cb77b3a,card_364f4042c84e,dev_5,2025-10-15T07:41:03.000,78b69173-1bc4-4e61-944e-60409fde43fe,0,normal,none
67,2804.9460855937164,INR,IN,Merchant_47,misc,acct_ff0c73243f,card_2ff4a502bad6,dev_43,2025-10-15T08:34:03.000,c4b0963b-04d3-4b9e-bada-66decea7eb0c,0,normal,none
68,2388.666815969032,INR,IN,Merchant_1,misc,acct_2fd964e007,card_a4ac845c6515,dev_47,2025-10-15T09:09:36.000,06517646-ccdc-4c6e-885c-6cbe3c29d619,0,normal,none
69,3255.5660099209113,INR,IN,Merchant_17,misc,acct_4db55aec09,card_67f11f900398,dev_61,2025-10-15T12:42:59.000,15ebdf81-9a8b-4ac9-8002-660032f91b87,0,normal,none
70,2515.0090409554464,INR,IN,Merchant_46,misc,acct_771704df97,card_b2b2b39a8d59,dev_16,2025-10-15T12:52:28.000,52c28f52-e22d-4efd-94c6-a562b30195f0,0,normal,none
71,2750.9138568820217,INR,IN,Merchant_32,misc,acct_ed1f6c84d9,card_a7989f9ab45b,dev_2,2025-10-15T12:55:55.000,b0f81a5d-4a1c-4c7e-a3a8-c09a59b3e190,0,normal,none
72,4402.631067246338,INR,IN,Merchant_15,misc,acct_e5d40577bf,card_6262a2296179,dev_54,2025-10-15T16:10:33.000,3cd7f0e6-dfc7-48f1-a8e9-af3f5d8e9a72,0,normal,none
73,1493.8492759692042,INR,IN,Merchant_34,misc,acct_58d7d4dcff,card_e717adc20b1d,dev_77,2025-10-15T18:54:55.000,3cc91c43-723d-4733-8e4b-a57a3d54c7ce,0,normal,none
74,2834.2326440467455,INR,IN,Merchant_6,misc,acct_549e228929,card_6678e3376889,dev_3,2025-10-16T05:06:56.000,db7a8eaa-3a68-4ac4-8e6f-51692cda3e08,0,normal,none
75,2086.956242253897,INR,IN,Merchant_37,misc,acct_7221053c3f,card_9b22fce0b81c,dev_10,2025-10-16T07:54:54.000,d9ed9950-b556-4b77-a5ba-dfe5a84ade17,0,normal,none
76,4346.181994259916,INR,IN,Merchant_48,misc,acct_b7d198b4eb,card_ee5a53758bdf,dev_0,2025-10-16T12:20:12.000,bfa870b8-fb36-42bb-b515-f5d32fe3a711,0,normal,none
77,1963.883438750247,INR,IN,Merchant_23,misc,acct_ec61351ca8,card_6716a8fd1b58,dev_59,2025-10-16T14:57:46.000,618b3f4d-0f14-4c06-88af-fef3b0d4d71e,0,normal,none
78,4375.59393932727,INR,IN,Merchant_3,misc,acct_cf89621ec9,card_149f48ea8ebf,dev_25,2025-10-16T17:52:25.000,29adc4d7-a262-4633-9266-4800826104e7,0,normal,none
79,1390.9799274299617,INR,IN,Merchant_37,misc,acct_bdcc367fa6,card_4055d4175089,dev_35,2025-10-16T18:39:00.000,d66b5135-e861-4449-984a-108ee9ae5cc8,0,normal,none
80,1974.5739638363514,INR,IN,Merchant_38,misc,acct_f976c9d6ef,card_30294122b1a7,dev_28,2025-10-16T21:44:40.000,3f74f159-607c-4f3d-b928-932a45e41ae1,0,normal,none
81,1692.888265325842,INR,IN,Merchant_17,misc,acct_f4548bc35e,card_f6c5f5d9a273,dev_44,2025-10-16T22:26:19.000,7911cefd-5361-49fe-8ca5-6df39b1ef654,0,normal,none
82,3367.676866098884,INR,IN,Merchant_35,misc,acct_9552518fa1,card_a4cfd7bb6aec,dev_17,2025-10-16T22:28:47.000,bfb428f5-ad0e-446a-ac6f-e3ebff54ba01,0,normal,none
83,1491.312121631199,INR,IN,Merchant_29,misc,acct_1530cba46e,card_0a9b66c4354f,dev_20,2025-10-16T22:45:56.000,266c11b2-dc5e-44d6-aaba-b25f4260408c,0,normal,none
84,1282.8255045517774,INR,IN,Merchant_45,misc,acct_1e3288cec1,card_bcb21181f7e8,dev_35,2025-10-16T23:21:24.000,782a18e9-8edc-4f9b-86fc-2ee7a117492d,0,normal,none
85,2594.4028003288086,INR,IN,Merchant_19,misc,acct_8055728536,card_eea870fca804,dev_32,2025-10-16T23:27:03.000,20696917-1019-42ea-b882-eaf08ca103a3,0,normal,none
86,4667.292706248239,INR,IN,Merchant_28,misc,acct_9cac1567c4,card_8985fbbe25df,dev_72,2025-10-17T00:00:43.000,97ce751e-5c85-4a34-a329-5770461ccd09,0,normal,none
87,1459.8596721678155,INR,IN,Merchant_17,misc,acct_e3f8fa906d,card_35ce182248b7,dev_55,2025-10-17T09:24:30.000,57b13f67-a349-42a0-aa57-d0e6e8c43908,0,normal,none
88,2133.415441305137,INR,IN,Merchant_15,misc,acct_4e91df938c,card_7aa5ab81eec5,dev_25,2025-10-17T10:12:31.000,7f4b13cf-aae4-41f4-b42a-6fcc136e76a4,0,normal,none
89,1141.6855272668154,INR,IN,Merchant_49,misc,acct_01a9c42443,card_4ba4986fab30,dev_6,2025-10-17T12:04:15.000,f9e1f83e-44d5-4943-a590-d1b034217c09,0,normal,none
90,3467.7321629671133,INR,IN,Merchant_21,misc,acct_44831d5260,card_f6116fe3a580,dev_49,2025-10-17T14:09:38.000,d3b5c922-7204-471a-a995-36c98de82892,0,normal,none
91,1300.1972066769065,INR,IN,Merchant_34,misc,acct_b8f9e9caa3,card_baf3ffb1c144,dev_14,2025-10-17T18:53:39.000,df8a3b96-d90f-4038-9fba-682c0b68c54b,0,normal,none
92,4450.045817394567,INR,IN,Merchant_31,misc,acct_ed01b2efae,card_0c65f8910afa,dev_21,2025-10-17T19:59:35.000,252c137f-3128-4c7f-92d9-f293d2516215,0,normal,none
93,2171.6895837558895,INR,IN,Merchant_16,misc,acct_e11ba95862,card_8f0f3a115fe3,dev_75,2025-10-18T00:23:13.000,b88838e4-3dc9-417c-823e-f248efdbc625,0,normal,none
94,1992.168978050181,INR,IN,Merchant_6,misc,acct_ac56652262,card_e02705d523b0,dev_17,2025-10-18T02:13:36.000,a6cba9e6-8b4f-477f-8856-83adb380f15a,0,normal,none
95,3185.5300967550484,INR,IN,Merchant_17,misc,acct_c276f2071e,card_cedd60a85a3d,dev_40,2025-10-18T05:09:21.000,a3e8f84a-bc09-4aff-bea2-fb4f462965cb,0,normal,none
96,2410.535973449248,INR,IN,Merchant_48,misc,acct_7e88af3e49,card_82702f25aba8,dev_14,2025-10-18T05:54:53.000,fd29197a-efc4-4c9c-a434-90c97d60a225,0,normal,none
97,2326.477812111813,INR,IN,Merchant_41,misc,acct_e101ca3698,card_e0810e387587,dev_68,2025-10-18T07:33:47.000,a636f0b5-8640-4434-ae9e-43cae91ee689,0,normal,none
98,2189.202111567377,INR,IN,Merchant_47,misc,acct_c9f308ce63,card_74bebd475bd3,dev_19,2025-10-18T10:44:01.000,bbbe1a5e-6290-40ec-a337-945381253c2d,0,normal,none
99,3921.752476360046,INR,IN,Merchant_16,misc,acct_4836ca91de,card_c302fe92556f,dev_59,2025-10-18T15:06:29.000,dda60760-5aae-436f-911b-ad426d8432dc,0,normal,none
