,transaction_id,account_id,counterparty_account,timestamp,amount,currency,merchant_country,merchant_name,merchant_category,device_id,bank_id,transaction_type,is_fraud,fraud_type,original_tx_id
21,1e09f517-6dc0-470b-a7c1-ce29fbcdd654,acct_6e60a57768,none,2025-11-07T03:17:31.768,187.2,SGD,SG,Merchant_88,ecommerce,dev_cb89650a,none,upi,0,normal,none
22,a6a9780d-bce5-4203-904d-098230447759,acct_6d3d5427e1,none,2025-11-07T03:49:34.462,422.84,INR,IN,Merchant_89,entertainment,dev_4fb80a43,none,upi,0,normal,none
23,b6c782a8-40e2-4cee-93fc-e48f14921a9a,acct_6d3d5427e1,none,2025-11-07T04:05:38.462,43.44,INR,IN,Merchant_92,food_delivery,dev_4f5b316c,none,upi,0,normal,none
24,a27e0771-3a95-4dd5-a120-412528d60bcc,acct_174b7deaaf,none,2025-11-07T04:37:41.234,59.77,USD,US,Merchant_98,travel,dev_be6c15ea,none,upi,0,normal,none
25,84e28b34-7d5b-43b8-83b5-87f913e920a5,acct_21c3b858f4,none,2025-11-07T04:43:54.712,24.49,SGD,SG,Merchant_52,entertainment,dev_7596c139,none,upi,0,normal,none
26,38470fe1-1b4a-4d5c-9a2a-b403b76decd8,acct_6e60a57768,acct_3e2ee9e207,2025-11-07T04:55:24.768,35.38,INR,IN,Merchant_52,grocery,dev_461cc2cb,none,upi,0,normal,none
27,4eb87bbd-a363-4f41-86af-cd8c626f309c,acct_21c3b858f4,none,2025-11-07T06:10:09.712,154.63,AED,AE,Merchant_78,travel,dev_64e32c9c,none,upi,0,normal,none
28,4a4d89b9-8bf1-49f9-ae2c-471a67e28561,acct_21c3b858f4,none,2025-11-07T07:33:50.712,57.81,SGD,SG,Merchant_44,travel,dev_75bfd630,none,upi,0,normal,none
29,61474c14-774a-44db-be61-5ffaf9bc05d2,acct_f486317e08,none,2025-11-07T08:31:14.621,337.16,USD,US,Merchant_20,food_delivery,dev_27aa1e62,none,upi,0,normal,none
30,9df143cb-3a63-442f-be0b-33c72b805189,acct_c88e736399,none,2025-11-07T08:59:18.605,49.82,AED,AE,Merchant_60,ecommerce,dev_f2b7247f,none,upi,0,normal,none
31,e6731b42-7f5b-4be1-9148-967253d13ed6,acct_3a9fb4573b,none,2025-11-07T10:55:49.537,192.09,INR,IN,Merchant_88,salary,dev_7aacb1a4,bank_6f944b,bank,0,normal,none
32,f5676889-796e-4966-8f26-63e22276d8cb,acct_8507af6e63,none,2025-11-07T12:02:26.726,171.1,INR,IN,Merchant_14,food_delivery,dev_c7ec0093,none,upi,0,normal,none
33,96a011b7-7f01-4b7c-9192-5dd13a704bdf,acct_3a9fb4573b,none,2025-11-07T12:43:36.537,22.94,USD,US,Merchant_11,grocery,dev_121dcb1d,none,upi,0,normal,none
34,053dc9f7-0194-4f06-811f-6e20e027e18e,acct_f7f6c4dd82,none,2025-11-07T12:46:11.347,126.83,GBP,GB,Merchant_18,grocery,dev_63ef2143,none,upi,0,normal,none
35,aa7d7d6c-be7d-48c5-8edc-47433a7774d5,acct_f7f6c4dd82,none,2025-11-07T13:19:56.347,115.05,AED,AE,Merchant_55,utilities,dev_bbb2e357,none,upi,0,normal,none
36,0c065b96-c135-4cb9-9bfe-d0b2055aba1f,acct_21c3b858f4,none,2025-11-07T13:23:32.712,108.16,INR,IN,Merchant_28,salary,dev_eb5619d5,none,upi,0,normal,none
37,517760a2-0717-4009-9ba1-e4afcf2e7500,acct_9954b3f953,none,2025-11-07T13:38:51.010,1903.32,INR,IN,Merchant_92,grocery,dev_9da2170b,bank_ebefcf,bank,0,normal,none
38,a2fdf3b6-018d-47f2-9b42-df401a4dbb76,acct_174b7deaaf,none,2025-11-07T14:05:01.234,542.2,GBP,GB,Merchant_23,food_delivery,dev_979aba7f,bank_4e693d,bank,0,normal,none
39,2b1ff6f4-6d26-4664-a022-3b77b6a60c73,acct_f486317e08,acct_788fde46df,2025-11-07T14:13:35.621,122.41,SGD,SG,Merchant_85,bank_transfer,dev_9865dc91,none,upi,0,normal,none
40,4f772bcb-2934-4129-8dea-1f3b8bf3ace5,acct_c88e736399,none,2025-11-07T15:11:34.605,458.66,USD,US,Merchant_12,salary,dev_9df86d59,bank_d2111d,bank,0,normal,none
41,a56cca9b-d0c0-4ef1-b9dd-0a89c698fc92,acct_f486317e08,none,2025-11-07T16:10:52.621,653.42,AED,AE,Merchant_37,salary,dev_ec9b81e9,none,upi,0,normal,none
42,98dc2bdd-a276-4258-afd0-afef377c1839,acct_1e669657bc,none,2025-11-07T16:43:13.560,258.75,GBP,GB,Merchant_10,travel,dev_f88a4ab1,none,upi,0,normal,none
43,035e9b95-536e-47e0-9863-40fe3ea4de15,acct_9954b3f953,none,2025-11-07T16:49:52.010,263.01,INR,IN,Merchant_67,utilities,dev_452f14cc,none,upi,0,normal,none
44,c4b252e8-8806-4026-83de-aa9a17832008,acct_f486317e08,none,2025-11-07T16:52:35.621,563.38,GBP,GB,Merchant_5,utilities,dev_49a9d4d0,bank_4ee557,bank,0,normal,none
45,e9df2b70-af2e-41be-82dd-707eb2884238,acct_32ac404d1b,none,2025-11-07T17:16:14.959,248.9,AED,AE,Merchant_50,ecommerce,dev_a245151f,bank_68bc00,bank,0,normal,none
46,3f5acc97-bc89-4a68-8596-a444f8549e49,acct_f486317e08,none,2025-11-07T17:25:20.621,3883.12,USD,US,Merchant_55,food_delivery,dev_540a2018,bank_47f55a,bank,0,normal,none
47,96b05623-c83c-460d-bf9c-d6221cdc2f5d,acct_21c3b858f4,none,2025-11-07T17:31:37.712,164.86,SGD,SG,Merchant_88,grocery,dev_ce6adbf7,none,upi,0,normal,none
48,da928ee8-0338-4e52-8292-66eb15b698f5,acct_21c3b858f4,acct_a6d2e4f11c,2025-11-07T17:40:08.712,505.99,INR,IN,Merchant_56,food_delivery,dev_41a32678,none,upi,0,normal,none
49,2c8b9c38-afb6-4fd7-8cff-4a902d365486,acct_174b7deaaf,none,2025-11-07T18:05:42.234,26.71,USD,US,Merchant_61,entertainment,dev_4908f641,none,upi,0,normal,none
50,de235e36-89a8-420a-a574-5b1d891fa7ca,acct_9954b3f953,none,2025-11-07T18:16:05.010,1214.11,SGD,SG,Merchant_10,ecommerce,dev_72ac2b2e,none,upi,0,normal,none
51,3f24f0b0-0eda-4cc0-b219-f0e3204784da,acct_9954b3f953,none,2025-11-07T18:16:25.010,157.8,SGD,SG,Merchant_20,food_delivery,dev_70d78a12,none,upi,0,normal,none
52,9687c108-419b-46c3-849f-83e402a8f452,acct_9954b3f953,none,2025-11-07T18:23:54.010,3104.8,GBP,GB,Merchant_67,travel,dev_7f635b83,bank_f22b52,bank,0,normal,none
53,cb664dc4-67be-47f9-b94f-7175a2d4ac8f,acct_9954b3f953,none,2025-11-07T18:25:19.010,72.21,GBP,GB,Merchant_41,utilities,dev_c25d4ab6,none,upi,0,normal,none
54,a4dfc1e5-8bb0-4bc9-b38e-4999c96481db,acct_174b7deaaf,none,2025-11-07T18:35:02.234,126.15,USD,US,Merchant_1,grocery,dev_b4059734,none,upi,0,normal,none
55,49783b1f-d6d6-4e46-b6e2-feb60ea88cac,acct_f486317e08,none,2025-11-07T18:38:46.621,182.57,INR,IN,Merchant_35,food_delivery,dev_e63078be,none,upi,0,normal,none
56,48a10f99-1075-41d2-a85d-bb22b5310f0e,acct_32ac404d1b,none,2025-11-07T18:56:47.959,11.77,SGD,SG,Merchant_47,utilities,dev_c94968ec,none,upi,0,normal,none
57,04f68c40-fb55-4fda-a766-6417e104a484,acct_c88e736399,none,2025-11-07T19:15:06.605,94.25,USD,US,Merchant_28,entertainment,dev_039874c8,none,upi,0,normal,none
58,5a1db0d3-3115-46f3-9a54-eb15aaaf0cfd,acct_21c3b858f4,none,2025-11-07T19:17:20.712,318.02,INR,IN,Merchant_40,utilities,dev_bc9f5768,none,upi,0,normal,none
59,44ac6bc4-2b23-4543-bbe0-bafdcc858ff0,acct_f486317e08,none,2025-11-07T19:32:08.621,1655.03,SGD,SG,Merchant_39,salary,dev_657c3004,bank_d53ca3,bank,0,normal,none
60,42d62916-ed56-4b90-b3f9-0e03a32092c5,acct_f486317e08,none,2025-11-07T20:12:49.621,309.42,USD,US,Merchant_78,utilities,dev_6bf60c80,none,upi,0,normal,none
61,2a15e342-d3b1-4e00-93cf-af4912e3ba78,acct_21c3b858f4,none,2025-11-07T20:16:23.712,779.95,INR,IN,Merchant_49,ecommerce,dev_0fbc6839,bank_e5a8e0,bank,0,normal,none
62,64cd1647-2cbb-4845-8e5f-03c5c7d5f1aa,acct_3a9fb4573b,none,2025-11-07T20:18:13.537,76.31,AED,AE,Merchant_35,entertainment,dev_633b3bfe,none,upi,0,normal,none
63,8584f941-a4a0-4e32-b31c-e39564c50da2,acct_3a9fb4573b,none,2025-11-07T20:25:19.537,309.81,GBP,GB,Merchant_98,bank_transfer,dev_475d9e10,none,upi,0,normal,none
64,17c5ba0b-8f77-4a76-9091-8adc2bccae11,acct_66ea29de5f,none,2025-11-07T20:45:44.883,2016.3,USD,US,Merchant_70,ecommerce,dev_13bb8471,bank_e08a1c,bank,0,normal,none
65,24a49161-4d81-4fb6-8463-930c7ae556d4,acct_174b7deaaf,none,2025-11-07T21:52:12.234,20.26,GBP,GB,Merchant_2,utilities,dev_5c793c7d,none,upi,0,normal,none
66,119ad68e-ab75-4feb-8bcc-cb01e81eae2e,acct_3a9fb4573b,none,2025-11-07T22:23:57.537,275.17,USD,US,Merchant_61,ecommerce,dev_8c73ee4f,none,upi,0,normal,none
67,b054af02-cc6f-4af6-b8f8-99e7281eec70,acct_66ea29de5f,none,2025-11-07T22:44:38.883,46.14,USD,US,Merchant_88,bank_transfer,dev_c1a8e765,none,upi,0,normal,none
68,eb258df9-df4d-4bab-a95b-a252a671cf69,acct_6e60a57768,acct_6804e3c100,2025-11-07T23:33:08.768,13.93,USD,US,Merchant_38,grocery,dev_e2f6c722,none,upi,0,normal,none
69,c99a25eb-1f50-4e1e-9a8e-7731435b96b3,acct_3a9fb4573b,none,2025-11-08T00:00:29.537,136.54,USD,US,Merchant_86,entertainment,dev_9bd2bd33,none,upi,0,normal,none
70,bed0b62a-416e-4e21-8777-1a752b5a4c85,acct_3a9fb4573b,none,2025-11-08T00:23:00.537,633.75,USD,US,Merchant_9,utilities,dev_5d2391ad,none,upi,0,normal,none
71,30536d90-99c3-4b5f-be01-45a52d5dfecf,acct_32ac404d1b,none,2025-11-08T00:27:25.959,113.66,INR,IN,Merchant_88,bank_transfer,dev_bede6b36,none,upi,0,normal,none
72,b0d5be4b-0676-412d-b6c9-c4cb42255311,acct_3a9fb4573b,acct_9e99612a7d,2025-11-08T00:30:13.537,653.07,GBP,GB,Merchant_98,bank_transfer,dev_bccec8f9,none,upi,0,normal,none
73,c0b142df-648b-4564-9b5d-14ef55db7ba5,acct_32ac404d1b,none,2025-11-08T00:45:16.959,72.83,USD,US,Merchant_87,ecommerce,dev_748c341b,none,upi,0,normal,none
74,0a3155c7-a7f6-4605-a492-eebabe42df54,acct_1e669657bc,none,2025-11-08T00:54:44.560,38.57,SGD,SG,Merchant_5,utilities,dev_72075f2b,none,upi,0,normal,none
75,da3751c7-7a50-4b77-a78d-d7c368a030d9,acct_6d3d5427e1,none,2025-11-08T00:55:28.462,66.29,SGD,SG,Merchant_70,travel,dev_ee476e84,none,upi,0,normal,none
76,4495150e-8406-4ccb-b272-22414cc74c2b,acct_6e60a57768,none,2025-11-08T00:59:18.768,1102.69,GBP,GB,Merchant_81,entertainment,dev_a5cd710e,bank_80b86a,bank,0,normal,none
77,910d7405-16f8-4dff-9c65-455783e2f9eb,acct_3a9fb4573b,none,2025-11-08T01:37:24.537,3179.34,USD,US,Merchant_5,food_delivery,dev_1f51c2b1,bank_67baa1,bank,0,normal,none
78,a06da764-8066-4ca5-a6ae-bc5e573f9c21,acct_8507af6e63,none,2025-11-08T01:48:37.726,51.28,AED,AE,Merchant_100,utilities,dev_c52e2181,none,upi,0,normal,none
79,fa24cac5-34ff-4b08-9198-f3b58c51f3f4,acct_3a9fb4573b,none,2025-11-08T02:19:39.537,85.66,USD,US,Merchant_29,bank_transfer,dev_4404da1c,none,upi,0,normal,none
80,74e30a0e-86f3-436e-960a-06e4f6a91377,acct_32ac404d1b,acct_10ae7fc694,2025-11-08T02:23:20.959,237.36,GBP,GB,Merchant_82,salary,dev_fa7029a1,bank_2ce6dc,bank,0,normal,none
81,0efdb310-f635-4223-8440-867af6059bd1,acct_32ac404d1b,acct_b77211da64,2025-11-08T02:55:17.959,67.05,USD,US,Merchant_30,travel,dev_2501edd4,none,upi,0,normal,none
82,6f10ccbe-5192-4844-90de-a3b07e906815,acct_66ea29de5f,none,2025-11-08T03:59:53.883,178.81,USD,US,Merchant_45,grocery,dev_02f887ba,none,upi,0,normal,none
83,400218d8-e13a-40cb-aabf-ea1510ac3b9c,acct_32ac404d1b,none,2025-11-08T04:05:48.959,2853.33,USD,US,Merchant_94,ecommerce,dev_e0771d05,bank_07489e,bank,0,normal,none
84,e5b15ed4-3866-488e-b70f-c5e34580cb18,acct_32ac404d1b,none,2025-11-08T04:14:07.959,388.87,SGD,SG,Merchant_12,salary,dev_5d0059e5,none,upi,0,normal,none
85,399c7b56-067e-4cd6-88bc-cef38f5b0e54,acct_3a9fb4573b,none,2025-11-08T04:24:56.537,137.77,INR,IN,Merchant_91,salary,dev_fab86c70,none,upi,0,normal,none
86,d3aafa7d-b1b6-48d6-ab3d-d9554e4f27b4,acct_f7f6c4dd82,none,2025-11-08T04:33:08.347,35.46,GBP,GB,Merchant_85,entertainment,dev_05e8ec49,none,upi,0,normal,none
87,dbeec13e-d160-4cb9-a5b6-4e1b6691ab81,acct_6e60a57768,none,2025-11-08T04:46:16.768,155.46,SGD,SG,Merchant_11,entertainment,dev_1a762704,bank_75a52f,bank,0,normal,none
88,41c74ac7-08a6-423a-9ae3-271585c75bad,acct_74115911fc,acct_ff4eb58b5b,2025-11-08T06:30:58.475,76.22,USD,US,Merchant_74,grocery,dev_5d46f954,none,upi,0,normal,none
89,b9867208-0250-48e7-b0a4-a2c95fe4bb2d,acct_b4e0fb6456,none,2025-11-08T07:14:39.130,102.28,USD,US,Merchant_25,grocery,dev_22a81a2d,none,upi,0,normal,none
90,0de31d5b-22b4-4196-80e0-b9b0ba37dd69,acct_8507af6e63,none,2025-11-08T07:28:29.726,89.46,INR,IN,Merchant_32,ecommerce,dev_d331c264,none,upi,0,normal,none
91,003c7c12-76cd-41ff-a907-fb0db367a22e,acct_c88e736399,none,2025-11-08T07:30:22.605,20.77,SGD,SG,Merchant_56,ecommerce,dev_455bcd77,none,upi,0,normal,none
92,772b4f11-ee22-4d4a-a714-260f9dee37c1,acct_f486317e08,none,2025-11-08T07:58:22.621,422.53,INR,IN,Merchant_86,utilities,dev_393c02a0,bank_38fcc2,bank,0,normal,none
93,6b123c35-b249-484d-8e53-230e13a8646e,acct_1e669657bc,none,2025-11-08T08:05:55.560,30.46,SGD,SG,Merchant_2,grocery,dev_1a05f56b,none,upi,0,normal,none
94,1cd1d9f7-e709-41bc-8756-1005f8fed492,acct_66ea29de5f,none,2025-11-08T08:06:47.883,118.93,SGD,SG,Merchant_82,food_delivery,dev_19fa983c,none,upi,0,normal,none
95,c8916c51-188c-400a-ba88-f7830fe0aee3,acct_f486317e08,none,2025-11-08T08:12:00.621,275.84,SGD,SG,Merchant_14,salary,dev_71c9f5f6,none,upi,0,normal,none
96,e16c7b22-1022-4735-a926-6fb592545280,acct_b4e0fb6456,none,2025-11-08T08:13:28.130,65.21,SGD,SG,Merchant_59,grocery,dev_310defc3,none,upi,0,normal,none
97,8e8cdc66-be2a-4cb3-abf6-d182026051fd,acct_f486317e08,none,2025-11-08T08:19:30.621,257.84,GBP,GB,Merchant_46,utilities,dev_f790c1c5,none,upi,0,normal,none
98,cc228a9a-1443-4739-aa90-753977f81434,acct_74115911fc,none,2025-11-08T09:03:57.475,96.84,GBP,GB,Merchant_57,travel,dev_cdcf8d43,bank_9ace1f,bank,0,normal,none
99,3e692d56-042a-4bbf-a1cb-bd994033e8e0,acct_c86c5a20f7,none,2025-11-08T09:06:56.837,52.07,AED,AE,Merchant_70,ecommerce,dev_473b2439,none,upi,0,normal,none
